Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/prod/camelcase?text=Did%20you%20hear%20about%20the%20mathematician%20who%E2%80%99s%20afraid%20of%20negative%20numbers%3F%20He%20will%20stop%20at%20nothing%20to%20avoid%20them.,17,0,76,81.46125258816242,64.29041700903326,119.91537500580307,90.0,0.05702844768907943,0.0,76,82,92,96,99,120,120,120,120,120,120
GET,/prod/camelcase?text=Have%20you%20heard%20about%20the%20new%20restaurant%20called%20Karma%3F%20There%E2%80%99s%20no%20menu%3A%20You%20get%20what%20you%20deserve.,24,0,82,118.68983687418222,51.35891700047068,508.87808301195037,78.0,0.08051074967870037,0.0,84,87,96,98,160,460,510,510,510,510,510
GET,/prod/camelcase?text=I%20have%20a%20few%20jokes%20about%20unemployed%20people%2C%20but%20none%20of%20them%20work.,13,0,90,121.34834007436159,58.810749993426725,530.593791991123,54.0,0.04360998940929603,0.0,90,93,96,110,130,530,530,530,530,530,530
GET,/prod/camelcase?text=I%20have%20a%20split%20personality%20said%20Tom%2C%20being%20Frank.,23,0,81,85.4750290853427,61.71104199893307,121.64979199587833,41.0,0.07715613510875452,0.0,81,88,100,110,120,120,120,120,120,120,120
GET,/prod/camelcase?text=I%20threw%20a%20boomerang%20a%20few%20years%20ago.%20I%20now%20live%20in%20constant%20fear.,25,0,83,88.2019133202266,63.017916996614076,143.81683299143333,52.0,0.08386536424864621,0.0,83,93,97,110,110,130,140,140,140,140,140
GET,/prod/camelcase?text=I%20told%20my%20computer%20I%20needed%20a%20break%2C%20and%20now%20it%20won%E2%80%99t%20stop%20sending%20me%20Kit-Kats.,43,0,81,87.43086837159015,50.58841699792538,157.8881250025006,62.0,0.14424842650767147,0.0,81,88,96,110,120,130,160,160,160,160,160
GET,/prod/camelcase?text=I%20told%20my%20wife%20she%20should%20embrace%20her%20mistakes.%20She%20gave%20me%20a%20hug.,44,0,89,93.83403979551407,59.96770900674164,172.32624998723622,53.0,0.14760304107761735,0.0,89,110,110,110,120,130,170,170,170,170,170
GET,/prod/camelcase?text=I%20told%20my%20wife%20she%20was%20drawing%20her%20eyebrows%20too%20high.%20She%20looked%20surprised.,41,0,85,90.50110977948019,52.33125000086147,133.6755840020487,62.0,0.13753919736777978,0.0,85,99,110,110,130,130,130,130,130,130,130
GET,/prod/camelcase?text=I%20used%20to%20be%20a%20baker%2C%20but%20I%20couldn%27t%20make%20enough%20dough.,17,0,81,91.98979417680461,63.50679100432899,233.52312500355765,43.0,0.05702844768907943,0.0,81,88,96,110,130,230,230,230,230,230,230
GET,/prod/camelcase?text=I%20used%20to%20be%20a%20banker%2C%20but%20I%20lost%20interest.,19,0,85,96.00505058034814,56.86783300188836,218.84570799011271,34.0,0.06373767682897112,0.0,85,110,110,110,120,220,220,220,220,220,220
GET,/prod/camelcase?text=I%20used%20to%20play%20piano%20by%20ear%2C%20but%20now%20I%20use%20my%20hands.,40,0,80,130.71056567387132,60.307457999442704,1422.3854590090923,40.0,0.13418458279783393,0.0,82,94,98,100,120,490,1400,1400,1400,1400,1400
