Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/prod/camelcase?text=I%20have%20a%20split%20personality%20said%20Tom%2C%20being%20Frank.,2,0,114.6196250047069,115.75575000460958,114.6196250047069,116.89187500451226,41.0,0.996192346191889,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/prod/camelcase?text=I%20told%20my%20wife%20she%20should%20embrace%20her%20mistakes.%20She%20gave%20me%20a%20hug.,4,0,73,96.15155199935543,71.51437499851454,152.5768749997951,53.0,1.992384692383778,0.0,88,88,150,150,150,150,150,150,150,150,150
GET,/prod/camelcase?text=I%20used%20to%20play%20piano%20by%20ear%2C%20but%20now%20I%20use%20my%20hands.,2,0,104.16116600390524,111.27910399954999,104.16116600390524,118.39704199519474,40.0,0.996192346191889,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/prod/camelcase?text=I%20would%20tell%20you%20a%20construction%20joke%2C%20but%20I%E2%80%99m%20still%20working%20on%20it.,1,0,109.41525000089314,109.41525000089314,109.41525000089314,109.41525000089314,53.0,0.4980961730959445,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/prod/camelcase?text=I%27m%20on%20a%20seafood%20diet.%20I%20see%20food%20and%20I%20eat%20it.,1,0,95.16854099638294,95.16854099638294,95.16854099638294,95.16854099638294,35.0,0.4980961730959445,0.0,95,95,95,95,95,95,95,95,95,95,95
GET,/prod/camelcase?text=I%27m%20on%20a%20whiskey%20diet.%20I%27ve%20lost%20three%20days%20already.,1,0,110.0786250026431,110.0786250026431,110.0786250026431,110.0786250026431,41.0,0.4980961730959445,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/prod/camelcase?text=I%27m%20reading%20a%20book%20about%20anti-gravity.%20It%27s%20impossible%20to%20put%20down%21,1,0,88.10950099723414,88.10950099723414,88.10950099723414,88.10950099723414,54.0,0.4980961730959445,0.0,88,88,88,88,88,88,88,88,88,88,88
GET,/prod/camelcase?text=I%27m%20terrified%20of%20elevators%2C%20so%20I%E2%80%99m%20going%20to%20start%20taking%20steps%20to%20avoid%20them.,1,0,113.22062500403263,113.22062500403263,113.22062500403263,113.22062500403263,62.0,0.4980961730959445,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/prod/camelcase?text=Parallel%20lines%20have%20so%20much%20in%20common.%20It%E2%80%99s%20a%20shame%20they%E2%80%99ll%20never%20meet.,2,0,80.08725001127459,104.77591650123941,80.08725001127459,129.46458299120422,57.0,0.996192346191889,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/prod/camelcase?text=Reading%20a%20horror%20book%20in%20Braille.%20Something%20bad%20is%20going%20to%20happen%2C%20I%20can%20feel%20it.,1,0,69.64258399966639,69.64258399966639,69.64258399966639,69.64258399966639,66.0,0.4980961730959445,0.0,70,70,70,70,70,70,70,70,70,70,70
GET,/prod/camelcase?text=To%20the%20guy%20who%20invented%20zero%2C%20thanks%20for%20nothing.,2,0,80,90.95252099359641,79.74595799169037,102.15908399550244,41.0,0.996192346191889,0.0,100,100,100,100,100,100,100,100,100,100,100
GET,/prod/camelcase?text=Why%20don%E2%80%99t%20skeletons%20fight%20each%20other%3F%20They%20don%E2%80%99t%20have%20the%20guts.,1,0,87.08762499736622,87.08762499736622,87.08762499736622,87.08762499736622,51.0,0.4980961730959445,0.0,87,87,87,87,87,87,87,87,87,87,87
GET,/prod/camelcase?text=You%27re%20not%20completely%20useless%2C%20you%20can%20always%20serve%20as%20a%20bad%20example.,1,0,89.89812500658445,89.89812500658445,89.89812500658445,89.89812500658445,57.0,0.4980961730959445,0.0,90,90,90,90,90,90,90,90,90,90,90
,Aggregated,20,0,95,99.63768335001078,69.64258399966639,152.5768749997951,49.45,9.96192346191889,0.0,100,110,110,120,130,150,150,150,150,150,150
