Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/prod/camelcase?text=Did%20you%20hear%20about%20the%20mathematician%20who%E2%80%99s%20afraid%20of%20negative%20numbers%3F%20He%20will%20stop%20at%20nothing%20to%20avoid%20them.,3,0,110.0,256.80354166737135,97.46108300168999,565.9167920093751,90.0,0.9645631153176499,0.0,110,110,570,570,570,570,570,570,570,570,570
GET,/prod/camelcase?text=Have%20you%20heard%20about%20the%20new%20restaurant%20called%20Karma%3F%20There%E2%80%99s%20no%20menu%3A%20You%20get%20what%20you%20deserve.,2,0,78.14804099325556,289.7666040007607,78.14804099325556,501.38516700826585,78.0,0.6430420768784333,0.0,500,500,500,500,500,500,500,500,500,500,500
GET,/prod/camelcase?text=I%20have%20a%20split%20personality%20said%20Tom%2C%20being%20Frank.,2,0,481.35312501108274,1239.2846045040642,481.35312501108274,1997.2160839970456,41.0,0.6430420768784333,0.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
GET,/prod/camelcase?text=I%20told%20my%20computer%20I%20needed%20a%20break%2C%20and%20now%20it%20won%E2%80%99t%20stop%20sending%20me%20Kit-Kats.,2,0,81,96.70843750791391,80.86166701104958,112.55520800477825,62.0,0.6430420768784333,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/prod/camelcase?text=I%20told%20my%20wife%20she%20should%20embrace%20her%20mistakes.%20She%20gave%20me%20a%20hug.,2,0,100.24629200052004,287.59777099912753,100.24629200052004,474.949249997735,53.0,0.6430420768784333,0.0,470,470,470,470,470,470,470,470,470,470,470
GET,/prod/camelcase?text=I%20told%20my%20wife%20she%20was%20drawing%20her%20eyebrows%20too%20high.%20She%20looked%20surprised.,2,0,84.10504100902472,92.92243749951012,84.10504100902472,101.73983398999553,62.0,0.6430420768784333,0.0,100,100,100,100,100,100,100,100,100,100,100
GET,/prod/camelcase?text=I%20used%20to%20be%20a%20banker%2C%20but%20I%20lost%20interest.,1,0,71.55337498988956,71.55337498988956,71.55337498988956,71.55337498988956,34.0,0.32152103843921664,0.0,72,72,72,72,72,72,72,72,72,72,72
GET,/prod/camelcase?text=I%20used%20to%20play%20piano%20by%20ear%2C%20but%20now%20I%20use%20my%20hands.,2,0,71.30679200054146,72.22952099982649,71.30679200054146,73.15224999911152,40.0,0.6430420768784333,0.0,73,73,73,73,73,73,73,73,73,73,73
GET,/prod/camelcase?text=I%20used%20to%20play%20triangle%20in%20a%20reggae%20band%20but%20left%20because%20it%20was%20just%20one%20ting%20after%20another.,1,0,80.14862501295283,80.14862501295283,80.14862501295283,80.14862501295283,76.0,0.32152103843921664,0.0,80,80,80,80,80,80,80,80,80,80,80
GET,/prod/camelcase?text=I%20used%20to%20think%20I%20was%20indecisive%2C%20but%20now%20I%27m%20not%20too%20sure.,1,0,123.56366599851754,123.56366599851754,123.56366599851754,123.56366599851754,46.0,0.32152103843921664,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/prod/camelcase?text=I%20used%20to%20think%20I%20was%20indecisive.%20But%20now%20I%27m%20not%20so%20sure.,1,0,77.86366700020153,77.86366700020153,77.86366700020153,77.86366700020153,45.0,0.32152103843921664,0.0,78,78,78,78,78,78,78,78,78,78,78
GET,/prod/camelcase?text=I%20would%20tell%20you%20a%20construction%20joke%2C%20but%20I%E2%80%99m%20still%20working%20on%20it.,1,0,103.50462500355206,103.50462500355206,103.50462500355206,103.50462500355206,53.0,0.32152103843921664,0.0,100,100,100,100,100,100,100,100,100,100,100
GET,/prod/camelcase?text=I%27d%20tell%20you%20a%20construction%20joke%2C%20but%20I%E2%80%99m%20still%20working%20on%20it.,2,0,68,71.61910400463967,67.53179100633133,75.706417002948,49.0,0.6430420768784333,0.0,76,76,76,76,76,76,76,76,76,76,76
GET,/prod/camelcase?text=I%27m%20on%20a%20whiskey%20diet.%20I%27ve%20lost%20three%20days%20already.,3,0,75,75.37999966492255,66.4945830067154,84.8527079942869,41.0,0.9645631153176499,0.0,75,75,85,85,85,85,85,85,85,85,85
GET,/prod/camelcase?text=I%27m%20reading%20a%20book%20about%20anti-gravity.%20It%27s%20impossible%20to%20put%20down%21,2,0,77.34045899997,1193.1590214953758,77.34045899997,2308.9775839907816,54.0,0.6430420768784333,0.0,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
GET,/prod/camelcase?text=I%27m%20reading%20a%20book%20on%20the%20history%20of%20glue%20%E2%80%93%20can%27t%20put%20it%20down.,1,0,111.11041699768975,111.11041699768975,111.11041699768975,111.11041699768975,47.0,0.32152103843921664,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/prod/camelcase?text=I%27m%20terrified%20of%20elevators%2C%20so%20I%E2%80%99m%20going%20to%20start%20taking%20steps%20to%20avoid%20them.,2,0,77.83495800686069,77.7276460066787,77.6203340064967,77.83495800686069,62.0,0.6430420768784333,0.0,78,78,78,78,78,78,78,78,78,78,78
GET,/prod/camelcase?text=My%20wife%20accused%20me%20of%20being%20immature.%20I%20told%20her%20to%20get%20out%20of%20my%20fort.,4,0,95,292.3301042537787,87.6681250083493,501.5544170018984,56.0,1.2860841537568666,0.0,480,480,500,500,500,500,500,500,500,500,500
GET,/prod/camelcase?text=Parallel%20lines%20have%20so%20much%20in%20common.%20It%E2%80%99s%20a%20shame%20they%E2%80%99ll%20never%20meet.,2,0,71.45329100603703,73.7365835084347,71.45329100603703,76.01987601083238,57.0,0.6430420768784333,0.0,76,76,76,76,76,76,76,76,76,76,76
GET,/prod/camelcase?text=The%20future%2C%20the%20present%2C%20and%20the%20past%20walked%20into%20a%20bar.%20Things%20got%20a%20little%20tense.,2,0,112.02208300528582,336.97595850389916,112.02208300528582,561.9298340025125,66.0,0.6430420768784333,0.0,560,560,560,560,560,560,560,560,560,560,560
GET,/prod/camelcase?text=To%20the%20guy%20who%20invented%20zero%2C%20thanks%20for%20nothing.,1,0,101.76420799689367,101.76420799689367,101.76420799689367,101.76420799689367,41.0,0.32152103843921664,0.0,100,100,100,100,100,100,100,100,100,100,100
GET,/prod/camelcase?text=Why%20don%27t%20programmers%20like%20nature%3F%20It%20has%20too%20many%20bugs.,1,0,82.19529200869147,82.19529200869147,82.19529200869147,82.19529200869147,46.0,0.32152103843921664,0.0,82,82,82,82,82,82,82,82,82,82,82
GET,/prod/camelcase?text=Why%20don%27t%20some%20couples%20go%20to%20the%20gym%3F%20Because%20some%20relationships%20don%27t%20work%20out.,4,0,96,190.86607300050673,86.8372920085676,470.86708300048485,65.0,1.2860841537568666,0.0,110,110,470,470,470,470,470,470,470,470,470
GET,/prod/camelcase?text=Why%20don%E2%80%99t%20scientists%20trust%20atoms%3F%20Because%20they%20make%20up%20everything%21,3,0,72,86.78038866006925,67.73458298994228,120.41604099795222,56.0,0.9645631153176499,0.0,72,72,120,120,120,120,120,120,120,120,120
GET,/prod/camelcase?text=Why%20don%E2%80%99t%20skeletons%20fight%20each%20other%3F%20They%20don%E2%80%99t%20have%20the%20guts.,3,0,530.0,378.8746809974934,61.5679589973297,547.3224169982132,51.0,0.9645631153176499,0.0,530,530,550,550,550,550,550,550,550,550,550
,Aggregated,50,0,95,254.82919590111123,61.5679589973297,2308.9775839907816,56.68,16.076051921960833,0.0,96,110,120,480,550,570,2300,2300,2300,2300,2300
