Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/prod/camelcase?text=Did%20you%20hear%20about%20the%20mathematician%20who%E2%80%99s%20afraid%20of%20negative%20numbers%3F%20He%20will%20stop%20at%20nothing%20to%20avoid%20them.,3,0,86,86.5725416612501,77.88829099445138,95.92654199514072,90.0,2.0650616306141334,0.0,86,86,96,96,96,96,96,96,96,96,96
GET,/prod/camelcase?text=Have%20you%20heard%20about%20the%20new%20restaurant%20called%20Karma%3F%20There%E2%80%99s%20no%20menu%3A%20You%20get%20what%20you%20deserve.,5,0,100.0,114.61162500199862,62.23737500840798,178.9340830000583,78.0,3.441769384356889,0.0,100,150,150,180,180,180,180,180,180,180,180
GET,/prod/camelcase?text=I%20have%20a%20few%20jokes%20about%20unemployed%20people%2C%20but%20none%20of%20them%20work.,3,0,88,88.28680566512048,65.80054099322297,110.74654199182987,54.0,2.0650616306141334,0.0,88,88,110,110,110,110,110,110,110,110,110
GET,/prod/camelcase?text=I%20have%20a%20split%20personality%20said%20Tom%2C%20being%20Frank.,2,0,60,273.11062499939,59.67583300662227,486.5454169921577,41.0,1.3767077537427554,0.0,490,490,490,490,490,490,490,490,490,490,490
GET,/prod/camelcase?text=I%20threw%20a%20boomerang%20a%20few%20years%20ago.%20I%20now%20live%20in%20constant%20fear.,3,0,86,195.77706967053624,56.041583011392504,445.1815840002382,52.0,2.0650616306141334,0.0,86,86,450,450,450,450,450,450,450,450,450
GET,/prod/camelcase?text=I%20told%20my%20computer%20I%20needed%20a%20break%2C%20and%20now%20it%20won%E2%80%99t%20stop%20sending%20me%20Kit-Kats.,2,0,86.46770800987724,87.34104150062194,86.46770800987724,88.21437499136664,62.0,1.3767077537427554,0.0,88,88,88,88,88,88,88,88,88,88,88
GET,/prod/camelcase?text=I%20told%20my%20wife%20she%20should%20embrace%20her%20mistakes.%20She%20gave%20me%20a%20hug.,3,0,73,74.05158332646049,72.65641599951778,76.42358398879878,53.0,2.0650616306141334,0.0,73,73,76,76,76,76,76,76,76,76,76
GET,/prod/camelcase?text=I%20told%20my%20wife%20she%20was%20drawing%20her%20eyebrows%20too%20high.%20She%20looked%20surprised.,3,0,100.0,100.02398599560063,67.49987498915289,128.2933329930529,62.0,2.0650616306141334,0.0,100,100,130,130,130,130,130,130,130,130,130
GET,/prod/camelcase?text=I%20used%20to%20be%20a%20baker%2C%20but%20I%20couldn%27t%20make%20enough%20dough.,3,0,83,82.60801400077374,78.33433299674653,86.83000000019092,43.0,2.0650616306141334,0.0,83,83,87,87,87,87,87,87,87,87,87
GET,/prod/camelcase?text=I%20used%20to%20be%20a%20banker%2C%20but%20I%20lost%20interest.,1,0,491.8607090075966,491.8607090075966,491.8607090075966,491.8607090075966,34.0,0.6883538768713777,0.0,490,490,490,490,490,490,490,490,490,490,490
