Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/prod/camelcase?text=Did%20you%20hear%20about%20the%20mathematician%20who%E2%80%99s%20afraid%20of%20negative%20numbers%3F%20He%20will%20stop%20at%20nothing%20to%20avoid%20them.,3,0,130.0,129.40352800554442,116.16200000571553,146.34641700831708,90.0,0.011101268744672552,0.0,130,130,150,150,150,150,150,150,150,150,150
GET,/prod/camelcase?text=Have%20you%20heard%20about%20the%20new%20restaurant%20called%20Karma%3F%20There%E2%80%99s%20no%20menu%3A%20You%20get%20what%20you%20deserve.,4,0,120.0,133.21553099740413,107.50287499104161,182.94045800575987,78.0,0.014801691659563403,0.0,130,130,180,180,180,180,180,180,180,180,180
GET,/prod/camelcase?text=I%20have%20a%20few%20jokes%20about%20unemployed%20people%2C%20but%20none%20of%20them%20work.,1,0,78.55887500045355,78.55887500045355,78.55887500045355,78.55887500045355,54.0,0.0037004229148908507,0.0,79,79,79,79,79,79,79,79,79,79,79
GET,/prod/camelcase?text=I%20have%20a%20split%20personality%20said%20Tom%2C%20being%20Frank.,4,0,100.0,110.41928124905098,92.31470800295938,128.53895900479984,41.0,0.014801691659563403,0.0,120,120,130,130,130,130,130,130,130,130,130
GET,/prod/camelcase?text=I%20threw%20a%20boomerang%20a%20few%20years%20ago.%20I%20now%20live%20in%20constant%20fear.,1,0,125.687250008923,125.687250008923,125.687250008923,125.687250008923,52.0,0.0037004229148908507,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/prod/camelcase?text=I%20told%20my%20computer%20I%20needed%20a%20break%2C%20and%20now%20it%20won%E2%80%99t%20stop%20sending%20me%20Kit-Kats.,1,0,69.45241600624286,69.45241600624286,69.45241600624286,69.45241600624286,62.0,0.0037004229148908507,0.0,69,69,69,69,69,69,69,69,69,69,69
GET,/prod/camelcase?text=I%20told%20my%20wife%20she%20should%20embrace%20her%20mistakes.%20She%20gave%20me%20a%20hug.,3,0,170.0,182.0996109987997,148.27920799143612,225.84254200046416,53.0,0.011101268744672552,0.0,170,170,230,230,230,230,230,230,230,230,230
GET,/prod/camelcase?text=I%20told%20my%20wife%20she%20was%20drawing%20her%20eyebrows%20too%20high.%20She%20looked%20surprised.,9,0,140.0,204.199930559197,122.57099999987986,623.5216670029331,62.0,0.03330380623401766,0.0,140,140,180,230,620,620,620,620,620,620,620
GET,/prod/camelcase?text=I%20used%20to%20be%20a%20baker%2C%20but%20I%20couldn%27t%20make%20enough%20dough.,3,0,130.0,128.54645833431277,110.41275000025053,143.06324999779463,43.0,0.011101268744672552,0.0,130,130,140,140,140,140,140,140,140,140,140
GET,/prod/camelcase?text=I%20used%20to%20be%20a%20banker%2C%20but%20I%20lost%20interest.,3,0,590.0,425.51566666710033,85.2361249999376,605.7284999988042,34.0,0.011101268744672552,0.0,590,590,610,610,610,610,610,610,610,610,610
GET,/prod/camelcase?text=I%20used%20to%20play%20piano%20by%20ear%2C%20but%20now%20I%20use%20my%20hands.,3,0,136.3450409990037,124.37659666951124,101.72891600814182,136.3450409990037,40.0,0.011101268744672552,0.0,140,140,140,140,140,140,140,140,140,140,140
GET,/prod/camelcase?text=I%20used%20to%20play%20triangle%20in%20a%20reggae%20band%20but%20left%20because%20it%20was%20just%20one%20ting%20after%20another.,4,0,140.0,272.092718998465,136.5653340035351,629.9684169935063,76.0,0.014801691659563403,0.0,180,180,630,630,630,630,630,630,630,630,630
GET,/prod/camelcase?text=I%20used%20to%20think%20I%20was%20indecisive%2C%20but%20now%20I%27m%20not%20too%20sure.,2,0,90,116.06756250694161,89.94545800669584,142.18966700718738,46.0,0.007400845829781701,0.0,140,140,140,140,140,140,140,140,140,140,140
GET,/prod/camelcase?text=I%20used%20to%20think%20I%20was%20indecisive.%20But%20now%20I%27m%20not%20so%20sure.,1,0,590.506958993501,590.506958993501,590.506958993501,590.506958993501,45.0,0.0037004229148908507,0.0,590,590,590,590,590,590,590,590,590,590,590
GET,/prod/camelcase?text=I%20would%20tell%20a%20swimming%20joke%2C%20but%20I%20think%20it%27s%20too%20watered%20down%20to%20be%20funny.,1,0,154.5005000079982,154.5005000079982,154.5005000079982,154.5005000079982,60.0,0.0037004229148908507,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/prod/camelcase?text=I%20would%20tell%20you%20a%20construction%20joke%2C%20but%20I%E2%80%99m%20still%20working%20on%20it.,2,0,80,103.24702049547341,79.65433299250435,126.83970799844246,53.0,0.007400845829781701,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/prod/camelcase?text=I%20would%20tell%20you%20a%20joke%20about%20an%20elevator%2C%20but%20it%E2%80%99s%20an%20uplifting%20experience.,2,0,76.07029199425597,342.9225419968134,76.07029199425597,609.7747919993708,62.0,0.007400845829781701,0.0,610,610,610,610,610,610,610,610,610,610,610
GET,/prod/camelcase?text=I%27d%20tell%20you%20a%20chemistry%20joke%20but%20I%20know%20I%20wouldn%27t%20get%20a%20reaction.,2,0,140.0,145.34112500405172,138.32770800217986,152.35454200592358,53.0,0.007400845829781701,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/prod/camelcase?text=I%27d%20tell%20you%20a%20construction%20joke%2C%20but%20I%E2%80%99m%20still%20working%20on%20it.,2,0,110.0,121.80295800499152,109.03666600643191,134.56925000355113,49.0,0.007400845829781701,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/prod/camelcase?text=I%27m%20on%20a%20seafood%20diet.%20I%20see%20food%20and%20I%20eat%20it.,1,0,83.97020799748134,83.97020799748134,83.97020799748134,83.97020799748134,35.0,0.0037004229148908507,0.0,84,84,84,84,84,84,84,84,84,84,84
GET,/prod/camelcase?text=I%27m%20on%20a%20whiskey%20diet.%20I%27ve%20lost%20three%20days%20already.,2,0,161.15883299789857,388.0328125014785,161.15883299789857,614.9067920050584,41.0,0.007400845829781701,0.0,610,610,610,610,610,610,610,610,610,610,610
GET,/prod/camelcase?text=I%27m%20reading%20a%20book%20on%20anti-gravity.%20It%27s%20impossible%20to%20put%20down%21,2,0,141.0026669909712,384.2875214977539,141.0026669909712,627.5723760045366,51.0,0.007400845829781701,0.0,630,630,630,630,630,630,630,630,630,630,630
GET,/prod/camelcase?text=I%27m%20reading%20a%20horror%20book%20in%20Braille.%20Something%20bad%20is%20going%20to%20happen%2C%20I%20can%20feel%20it.,1,0,118.15604100411292,118.15604100411292,118.15604100411292,118.15604100411292,68.0,0.0037004229148908507,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/prod/camelcase?text=I%27m%20terrified%20of%20elevators%2C%20so%20I%E2%80%99m%20going%20to%20start%20taking%20steps%20to%20avoid%20them.,4,0,110.0,119.11018749742652,84.11441699718125,148.2716669997899,62.0,0.014801691659563403,0.0,140,140,150,150,150,150,150,150,150,150,150
GET,/prod/camelcase?text=My%20wife%20accused%20me%20of%20being%20immature.%20I%20told%20her%20to%20get%20out%20of%20my%20fort.,5,0,140.0,215.94471680000424,74.41804200061597,595.5889169999864,56.0,0.018502114574454255,0.0,140,160,160,600,600,600,600,600,600,600,600
GET,/prod/camelcase?text=My%20wife%20told%20me%20to%20stop%20impersonating%20a%20flamingo.%20I%20had%20to%20put%20my%20foot%20down.,7,0,130.0,129.85644642737628,79.15270800003782,166.59550000622403,61.0,0.025902960404235956,0.0,130,130,150,150,170,170,170,170,170,170,170
GET,/prod/camelcase?text=Parallel%20lines%20have%20so%20much%20in%20common.%20It%E2%80%99s%20a%20shame%20they%E2%80%99ll%20never%20meet.,2,0,164.59058300824836,172.06060400349088,164.59058300824836,179.5306249987334,57.0,0.007400845829781701,0.0,180,180,180,180,180,180,180,180,180,180,180
GET,/prod/camelcase?text=Reading%20a%20horror%20book%20in%20Braille.%20Something%20bad%20is%20going%20to%20happen%2C%20I%20can%20feel%20it.,1,0,156.49641600612085,156.49641600612085,156.49641600612085,156.49641600612085,66.0,0.0037004229148908507,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/prod/camelcase?text=Time%20flies%20like%20an%20arrow.%20Fruit%20flies%20like%20a%20banana.,2,0,140.0,139.2508955032099,135.54512499831617,142.95666600810364,43.0,0.007400845829781701,0.0,140,140,140,140,140,140,140,140,140,140,140
GET,/prod/camelcase?text=Why%20don%27t%20programmers%20like%20nature%3F%20It%20has%20too%20many%20bugs.,3,0,88,99.9054723312535,79.3187920062337,132.07324998802505,46.0,0.011101268744672552,0.0,88,88,130,130,130,130,130,130,130,130,130
GET,/prod/camelcase?text=Why%20don%27t%20some%20couples%20go%20to%20the%20gym%3F%20Because%20some%20relationships%20don%27t%20work%20out.,5,0,130.0,131.21675019792747,124.20333399495576,138.98704199527856,65.0,0.018502114574454255,0.0,130,140,140,140,140,140,140,140,140,140,140
GET,/prod/camelcase?text=Why%20don%E2%80%99t%20scientists%20trust%20atoms%3F%20Because%20they%20make%20up%20everything%21,5,0,130.0,136.21853339718655,109.95445899607148,165.12891701131593,56.0,0.018502114574454255,0.0,130,150,150,170,170,170,170,170,170,170,170
GET,/prod/camelcase?text=Why%20don%E2%80%99t%20skeletons%20fight%20each%20other%3F%20They%20don%E2%80%99t%20have%20the%20guts.,7,0,110.0,179.38742842566822,96.20120799809229,603.3747919864254,51.0,0.025902960404235956,0.0,110,110,140,140,600,600,600,600,600,600,600
GET,/prod/camelcase?text=You%27re%20not%20completely%20useless%2C%20you%20can%20always%20serve%20as%20a%20bad%20example.,2,0,131.50770899665076,138.76135449390858,131.50770899665076,146.0149999911664,57.0,0.007400845829781701,0.0,150,150,150,150,150,150,150,150,150,150,150
,Aggregated,100,0,130.0,177.0917683200969,69.45241600624286,629.9684169935063,56.39,0.3700422914890851,0.0,130,140,150,160,590,610,630,630,630,630,630
